,file,name,embeddings,complete_url
12,Timothy_Goebel_0001.jpg,Timothy_Goebel,"[ 3.4965422   0.          0.02398278 ...  2.541275   18.16734
  0.        ]",dataset/Timothy_Goebel/Timothy_Goebel_0001.jpg
13,George_Bovell_0001.jpg,George_Bovell,[0.         0.58052915 0.27963832 ... 6.959817   1.9009836  0.05789622],dataset/George_Bovell/George_Bovell_0001.jpg
14,Clark_Randt_0001.jpg,Clark_Randt,[0.        0.        0.        ... 1.0994526 0.        0.8516881],dataset/Clark_Randt/Clark_Randt_0001.jpg
15,Richie_Adubato_0001.jpg,Richie_Adubato,[0.01042386 0.06834554 0.04226543 ... 0.32291505 0.         2.1023982 ],dataset/Richie_Adubato/Richie_Adubato_0001.jpg
16,Richie_Adubato_0002.jpg,Richie_Adubato,"[ 0.09020017  0.04012868  3.3947227  ...  0.21081783  0.
 12.296772  ]",dataset/Richie_Adubato/Richie_Adubato_0002.jpg
17,Justin_Guarini_0001.jpg,Justin_Guarini,[0.17810206 1.0838759  0.         ... 1.4926082  1.0298043  0.99790096],dataset/Justin_Guarini/Justin_Guarini_0001.jpg
18,Justin_Guarini_0003.jpg,Justin_Guarini,[0.         0.06119909 1.657817   ... 1.458322   6.1959124  0.        ],dataset/Justin_Guarini/Justin_Guarini_0003.jpg
19,Justin_Guarini_0002.jpg,Justin_Guarini,"[2.2024768e-03 9.7231758e-01 2.1909034e-01 ... 2.8852742e+00 1.5736128e+00
 0.0000000e+00]",dataset/Justin_Guarini/Justin_Guarini_0002.jpg
20,Paula_Dobriansky_0001.jpg,Paula_Dobriansky,[0.        3.0552554 0.        ... 0.        0.        0.       ],dataset/Paula_Dobriansky/Paula_Dobriansky_0001.jpg
21,Chris_Cornell_0001.jpg,Chris_Cornell,[0.         2.7756767  2.3109372  ... 0.         0.10423259 0.40263015],dataset/Chris_Cornell/Chris_Cornell_0001.jpg
22,Michael_Moore_0002.jpg,Michael_Moore,[0.        0.        0.        ... 2.3666344 0.        5.8372726],dataset/Michael_Moore/Michael_Moore_0002.jpg
23,Michael_Moore_0001.jpg,Michael_Moore,[0.17008515 0.04237403 0.06490634 ... 2.927832   0.         6.8830075 ],dataset/Michael_Moore/Michael_Moore_0001.jpg
24,Michael_Moore_0003.jpg,Michael_Moore,[0.        0.        0.        ... 0.0284071 0.        1.3354198],dataset/Michael_Moore/Michael_Moore_0003.jpg
25,Taufik_Kiemas_0001.jpg,Taufik_Kiemas,[3.1900797  4.8970904  0.         ... 0.10772936 1.1074287  0.23358898],dataset/Taufik_Kiemas/Taufik_Kiemas_0001.jpg
26,Cruz_Bustamante_0001.jpg,Cruz_Bustamante,[0.         0.28319445 0.         ... 1.3303792  0.78783435 0.3016146 ],dataset/Cruz_Bustamante/Cruz_Bustamante_0001.jpg
27,Cruz_Bustamante_0004.jpg,Cruz_Bustamante,[0.         0.2531877  0.05970717 ... 0.00526952 0.4665578  0.59757745],dataset/Cruz_Bustamante/Cruz_Bustamante_0004.jpg
28,Cruz_Bustamante_0003.jpg,Cruz_Bustamante,[0.36476597 0.         0.02743749 ... 0.         0.01372674 2.3395169 ],dataset/Cruz_Bustamante/Cruz_Bustamante_0003.jpg
29,Cruz_Bustamante_0005.jpg,Cruz_Bustamante,[0.06872213 0.0165719  0.09777673 ... 0.         0.0407625  3.2473948 ],dataset/Cruz_Bustamante/Cruz_Bustamante_0005.jpg
30,Cruz_Bustamante_0002.jpg,Cruz_Bustamante,[0.24540463 0.15804216 0.63648397 ... 0.         1.6813563  0.07020611],dataset/Cruz_Bustamante/Cruz_Bustamante_0002.jpg
31,Kenneth_Dam_0001.jpg,Kenneth_Dam,[0.         0.5462115  2.843274   ... 5.396326   1.9996632  0.14783679],dataset/Kenneth_Dam/Kenneth_Dam_0001.jpg
32,Susilo_Bambang_Yudhoyono_0003.jpg,Susilo_Bambang_Yudhoyono,[2.8410082  0.43165222 0.         ... 0.         0.         0.00833618],dataset/Susilo_Bambang_Yudhoyono/Susilo_Bambang_Yudhoyono_0003.jpg
33,Susilo_Bambang_Yudhoyono_0004.jpg,Susilo_Bambang_Yudhoyono,[3.035257   0.         0.         ... 0.         0.730173   0.03672912],dataset/Susilo_Bambang_Yudhoyono/Susilo_Bambang_Yudhoyono_0004.jpg
34,Susilo_Bambang_Yudhoyono_0001.jpg,Susilo_Bambang_Yudhoyono,[8.7694845  0.59256536 0.         ... 0.0931247  0.         0.03534322],dataset/Susilo_Bambang_Yudhoyono/Susilo_Bambang_Yudhoyono_0001.jpg
35,Susilo_Bambang_Yudhoyono_0002.jpg,Susilo_Bambang_Yudhoyono,[5.826804   0.67640966 0.         ... 0.         0.06119376 0.06473547],dataset/Susilo_Bambang_Yudhoyono/Susilo_Bambang_Yudhoyono_0002.jpg
36,Paul_Newman_0001.jpg,Paul_Newman,[0.        0.        4.135316  ... 7.225694  0.        0.9972729],dataset/Paul_Newman/Paul_Newman_0001.jpg
37,BB_King_0001.jpg,BB_King,[0.         0.         3.916768   ... 0.         0.37956628 0.13539848],dataset/BB_King/BB_King_0001.jpg
38,Ralph_Lauren_0001.jpg,Ralph_Lauren,[0.         6.377207   4.2255974  ... 0.02123133 0.61161673 0.        ],dataset/Ralph_Lauren/Ralph_Lauren_0001.jpg
39,Ralph_Lauren_0002.jpg,Ralph_Lauren,[0.05242617 5.0735865  0.05990729 ... 0.14501452 1.6545631  0.02538884],dataset/Ralph_Lauren/Ralph_Lauren_0002.jpg
40,John_Garamendi_0001.jpg,John_Garamendi,[0.         0.         0.40857276 ... 2.449873   0.         0.        ],dataset/John_Garamendi/John_Garamendi_0001.jpg
41,John_Garamendi_0002.jpg,John_Garamendi,[0.         0.01508174 0.05093717 ... 7.294358   0.         0.16092692],dataset/John_Garamendi/John_Garamendi_0002.jpg
42,John_Hartson_0001.jpg,John_Hartson,[0.81556964 0.12960452 0.2882059  ... 2.4865294  0.06207458 0.00742141],dataset/John_Hartson/John_Hartson_0001.jpg
43,Magdalena_Maleeva_0001.jpg,Magdalena_Maleeva,[0.         0.10465737 0.02303665 ... 1.6871833  1.9832373  9.870346  ],dataset/Magdalena_Maleeva/Magdalena_Maleeva_0001.jpg
44,Magdalena_Maleeva_0003.jpg,Magdalena_Maleeva,[0.        0.        0.        ... 8.389197  3.5793667 7.3224664],dataset/Magdalena_Maleeva/Magdalena_Maleeva_0003.jpg
45,Magdalena_Maleeva_0002.jpg,Magdalena_Maleeva,"[ 0.          0.01218913  0.         ... 10.015779    0.7119674
  6.266293  ]",dataset/Magdalena_Maleeva/Magdalena_Maleeva_0002.jpg
46,Ellen_Barkin_0001.jpg,Ellen_Barkin,[0.01707781 0.0960879  5.0053673  ... 2.849      1.0106156  0.04653958],dataset/Ellen_Barkin/Ellen_Barkin_0001.jpg
47,Daniel_Radcliffe_0004.jpg,Daniel_Radcliffe,[0.        0.        0.        ... 4.0381303 2.411336  7.256211 ],dataset/Daniel_Radcliffe/Daniel_Radcliffe_0004.jpg
48,Daniel_Radcliffe_0003.jpg,Daniel_Radcliffe,[0.         0.12449744 0.05789487 ... 9.897297   1.4497471  9.672358  ],dataset/Daniel_Radcliffe/Daniel_Radcliffe_0003.jpg
49,Daniel_Radcliffe_0001.jpg,Daniel_Radcliffe,[0.         2.2778318  1.7142363  ... 2.3236153  0.01176631 4.361332  ],dataset/Daniel_Radcliffe/Daniel_Radcliffe_0001.jpg
50,Daniel_Radcliffe_0002.jpg,Daniel_Radcliffe,[0.         0.42134687 2.776902   ... 5.628629   3.9266174  3.5644827 ],dataset/Daniel_Radcliffe/Daniel_Radcliffe_0002.jpg
51,Frank_Dunham_Jr_0001.jpg,Frank_Dunham_Jr,-,dataset/Frank_Dunham_Jr/Frank_Dunham_Jr_0001.jpg
52,Frank_Dunham_Jr_0002.jpg,Frank_Dunham_Jr,[1.2591206 0.        0.        ... 0.        0.0723089 8.527811 ],dataset/Frank_Dunham_Jr/Frank_Dunham_Jr_0002.jpg
53,Zara_Akhmadova_0001.jpg,Zara_Akhmadova,[0.3628831  0.05090987 0.00696136 ... 0.         0.05480907 0.        ],dataset/Zara_Akhmadova/Zara_Akhmadova_0001.jpg
54,Dennis_Archer_0001.jpg,Dennis_Archer,"[1.2723911e+00 2.8931066e-02 1.0944824e+00 ... 0.0000000e+00 2.4454374e-02
 9.9402061e-04]",dataset/Dennis_Archer/Dennis_Archer_0001.jpg
55,Daryl_Hannah_0001.jpg,Daryl_Hannah,[0.         1.7274019  2.947648   ... 0.         1.5273589  0.19969665],dataset/Daryl_Hannah/Daryl_Hannah_0001.jpg
56,Daryl_Hannah_0002.jpg,Daryl_Hannah,[0.07019221 1.2921528  1.7125335  ... 2.099334   1.8090181  0.10982492],dataset/Daryl_Hannah/Daryl_Hannah_0002.jpg
57,Kevin_Stallings_0001.jpg,Kevin_Stallings,[0.11640837 1.1447448  0.         ... 0.07335916 0.         0.        ],dataset/Kevin_Stallings/Kevin_Stallings_0001.jpg
58,Kevin_Stallings_0002.jpg,Kevin_Stallings,[0.6422619  0.         0.06391973 ... 2.2690327  0.0504876  0.04596337],dataset/Kevin_Stallings/Kevin_Stallings_0002.jpg
59,Mark_Butcher_0001.jpg,Mark_Butcher,[0.17246476 0.04367308 3.963088   ... 0.81270313 0.32404533 2.4407911 ],dataset/Mark_Butcher/Mark_Butcher_0001.jpg
60,Terry_Hoeppner_0001.jpg,Terry_Hoeppner,[2.626908   0.95157194 0.         ... 2.6318302  0.         0.        ],dataset/Terry_Hoeppner/Terry_Hoeppner_0001.jpg
61,Georgina_Papin_0001.jpg,Georgina_Papin,[1.3933563 3.674937  0.        ... 1.3842154 0.        0.4069305],dataset/Georgina_Papin/Georgina_Papin_0001.jpg
62,Juan_Francisco_Palencia_0001.jpg,Juan_Francisco_Palencia,[0.1625534  0.06851739 0.880193   ... 3.5987363  0.         0.05086704],dataset/Juan_Francisco_Palencia/Juan_Francisco_Palencia_0001.jpg
63,Karl-Heinz_Rummenigge_0001.jpg,Karl-Heinz_Rummenigge,[0.         1.1447912  0.46940905 ... 3.575645   0.01523815 0.        ],dataset/Karl-Heinz_Rummenigge/Karl-Heinz_Rummenigge_0001.jpg
64,Michael_Jasny_0001.jpg,Michael_Jasny,"[10.717334    0.01906002  0.3214256  ...  1.3614918   0.
  0.07803611]",dataset/Michael_Jasny/Michael_Jasny_0001.jpg
65,Eva_Dimas_0002.jpg,Eva_Dimas,[0.08692646 0.04327767 0.         ... 0.06184386 3.6735578  0.6203871 ],dataset/Eva_Dimas/Eva_Dimas_0002.jpg
66,Eva_Dimas_0001.jpg,Eva_Dimas,[2.8389132 1.9746486 0.        ... 1.7772008 0.        0.       ],dataset/Eva_Dimas/Eva_Dimas_0001.jpg
67,Thomas_Ulrich_0001.jpg,Thomas_Ulrich,[0.2558175  0.         8.104618   ... 0.19202588 2.2269025  3.5939777 ],dataset/Thomas_Ulrich/Thomas_Ulrich_0001.jpg
68,Roy_Romanow_0001.jpg,Roy_Romanow,[4.8843513  0.01133264 0.7741866  ... 2.1712546  0.7074233  0.        ],dataset/Roy_Romanow/Roy_Romanow_0001.jpg
69,Lela_Rochon_0001.jpg,Lela_Rochon,[0.         1.8705425  0.60977805 ... 0.         0.05871967 0.43293008],dataset/Lela_Rochon/Lela_Rochon_0001.jpg
70,Prince_Rainier_III_0001.jpg,Prince_Rainier_III,[0.         0.14325249 1.4245538  ... 0.         0.         0.        ],dataset/Prince_Rainier_III/Prince_Rainier_III_0001.jpg
71,Paul_William_Hurley_0001.jpg,Paul_William_Hurley,"[4.3053085e-01 0.0000000e+00 0.0000000e+00 ... 7.0819417e-03 7.2424026e+00
 5.5868244e+00]",dataset/Paul_William_Hurley/Paul_William_Hurley_0001.jpg
72,Paul_William_Hurley_0002.jpg,Paul_William_Hurley,[0.         0.13009168 0.0232519  ... 0.         7.4344883  5.5574417 ],dataset/Paul_William_Hurley/Paul_William_Hurley_0002.jpg
73,Davis_Love_III_0001.jpg,Davis_Love_III,[0.         0.         0.1364259  ... 0.19385614 0.7499614  0.        ],dataset/Davis_Love_III/Davis_Love_III_0001.jpg
74,John_Bolton_0013.jpg,John_Bolton,[0.42912328 0.24662687 1.5978271  ... 0.         0.         0.02397211],dataset/John_Bolton/John_Bolton_0013.jpg
75,John_Bolton_0012.jpg,John_Bolton,[0.         0.40198123 2.5793202  ... 0.08233678 0.0034296  0.17515926],dataset/John_Bolton/John_Bolton_0012.jpg
76,John_Bolton_0005.jpg,John_Bolton,[0.         0.03126724 0.07765379 ... 0.1183966  0.01402681 0.00722777],dataset/John_Bolton/John_Bolton_0005.jpg
77,John_Bolton_0016.jpg,John_Bolton,[0.00834929 0.         3.0051303  ... 0.16867058 0.         0.        ],dataset/John_Bolton/John_Bolton_0016.jpg
78,John_Bolton_0009.jpg,John_Bolton,"[3.5268480e-01 1.8671560e+00 1.3846580e+00 ... 0.0000000e+00 7.2509073e-02
 1.6212658e-03]",dataset/John_Bolton/John_Bolton_0009.jpg
79,John_Bolton_0006.jpg,John_Bolton,[0.3768401  0.4698748  2.4940808  ... 0.         0.         0.23766172],dataset/John_Bolton/John_Bolton_0006.jpg
80,John_Bolton_0001.jpg,John_Bolton,[0.7362608  0.         1.9151523  ... 0.0086686  0.24767625 0.        ],dataset/John_Bolton/John_Bolton_0001.jpg
81,John_Bolton_0014.jpg,John_Bolton,"[2.9672788e-02 0.0000000e+00 3.1743793e+00 ... 8.1939064e-03 0.0000000e+00
 2.5991616e-03]",dataset/John_Bolton/John_Bolton_0014.jpg
82,John_Bolton_0010.jpg,John_Bolton,[0.         0.         0.94017994 ... 0.         0.         0.        ],dataset/John_Bolton/John_Bolton_0010.jpg
83,John_Bolton_0008.jpg,John_Bolton,[0.02495382 0.12316395 3.3778882  ... 0.         0.         0.5941401 ],dataset/John_Bolton/John_Bolton_0008.jpg
84,John_Bolton_0003.jpg,John_Bolton,-,dataset/John_Bolton/John_Bolton_0003.jpg
85,John_Bolton_0007.jpg,John_Bolton,[0.18619232 0.00454222 3.6179368  ... 0.         0.         0.        ],dataset/John_Bolton/John_Bolton_0007.jpg
86,John_Bolton_0002.jpg,John_Bolton,[0.05260807 0.         1.5848191  ... 0.         0.         0.07652483],dataset/John_Bolton/John_Bolton_0002.jpg
87,John_Bolton_0015.jpg,John_Bolton,[0.00184039 0.04399593 1.7206228  ... 0.         0.         0.06370495],dataset/John_Bolton/John_Bolton_0015.jpg
88,John_Bolton_0017.jpg,John_Bolton,[0.09439885 0.00713537 0.50852555 ... 0.         0.         0.        ],dataset/John_Bolton/John_Bolton_0017.jpg
89,John_Bolton_0011.jpg,John_Bolton,[0.03467858 0.         2.5726988  ... 0.         0.00436097 0.02670497],dataset/John_Bolton/John_Bolton_0011.jpg
90,John_Bolton_0004.jpg,John_Bolton,[0.79155725 0.         2.8966582  ... 0.01733527 0.         0.10656701],dataset/John_Bolton/John_Bolton_0004.jpg
91,Sarah_Jessica_Parker_0003.jpg,Sarah_Jessica_Parker,[0.        0.        1.4293354 ... 0.        2.122822  0.8670222],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0003.jpg
92,Sarah_Jessica_Parker_0005.jpg,Sarah_Jessica_Parker,[0.        0.        0.7802183 ... 0.        1.0060729 0.730742 ],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0005.jpg
93,Sarah_Jessica_Parker_0004.jpg,Sarah_Jessica_Parker,[4.2045436 0.        0.7909606 ... 0.8802172 4.284731  1.256034 ],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0004.jpg
94,Sarah_Jessica_Parker_0006.jpg,Sarah_Jessica_Parker,[0.5281146  0.01931196 1.1078539  ... 0.16359214 0.03273289 2.170988  ],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0006.jpg
95,Sarah_Jessica_Parker_0002.jpg,Sarah_Jessica_Parker,[0.45038605 0.         0.         ... 0.01735246 0.02532354 0.0403516 ],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0002.jpg
96,Sarah_Jessica_Parker_0001.jpg,Sarah_Jessica_Parker,[0.         0.         0.01442728 ... 0.37423402 0.04316156 0.51525784],dataset/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0001.jpg
97,Donald_Pettit_0002.jpg,Donald_Pettit,"[2.6727549e-03 0.0000000e+00 1.3474715e+00 ... 5.1879601e+00 2.1313788e-01
 0.0000000e+00]",dataset/Donald_Pettit/Donald_Pettit_0002.jpg
98,Donald_Pettit_0001.jpg,Donald_Pettit,[0.00754801 0.20941567 0.         ... 0.         0.         2.1249886 ],dataset/Donald_Pettit/Donald_Pettit_0001.jpg
99,Donald_Pettit_0003.jpg,Donald_Pettit,[0.         0.         0.         ... 0.367953   0.03263234 0.9302971 ],dataset/Donald_Pettit/Donald_Pettit_0003.jpg
100,Lara_Logan_0001.jpg,Lara_Logan,[0.         4.7829075  0.5619486  ... 0.5054861  0.01389145 0.        ],dataset/Lara_Logan/Lara_Logan_0001.jpg
101,Michael_Peat_0001.jpg,Michael_Peat,[4.0072627  5.083554   0.1014722  ... 4.991015   0.21610934 0.22676551],dataset/Michael_Peat/Michael_Peat_0001.jpg
102,Ashraf_Ghani_0001.jpg,Ashraf_Ghani,[4.84319    1.3870261  1.3723389  ... 0.         1.8983139  0.33439416],dataset/Ashraf_Ghani/Ashraf_Ghani_0001.jpg
103,Keith_Bogans_0003.jpg,Keith_Bogans,[0.0537321  0.07057777 0.4087074  ... 0.         0.         0.        ],dataset/Keith_Bogans/Keith_Bogans_0003.jpg
104,Keith_Bogans_0001.jpg,Keith_Bogans,[0.         0.         0.         ... 0.         0.         0.17697883],dataset/Keith_Bogans/Keith_Bogans_0001.jpg
105,Keith_Bogans_0002.jpg,Keith_Bogans,[0.         0.19164033 0.05793562 ... 0.         0.         0.01954698],dataset/Keith_Bogans/Keith_Bogans_0002.jpg
106,Rich_Brooks_0001.jpg,Rich_Brooks,[0.09050512 0.         0.         ... 0.8111203  0.         0.        ],dataset/Rich_Brooks/Rich_Brooks_0001.jpg
107,Adam_Ant_0001.jpg,Adam_Ant,[0.         6.5899086  0.         ... 8.174448   0.8824026  0.32830235],dataset/Adam_Ant/Adam_Ant_0001.jpg
108,Kenneth_Carlsen_0001.jpg,Kenneth_Carlsen,[0.31201094 0.08692434 0.         ... 2.5282176  1.1609534  2.2386856 ],dataset/Kenneth_Carlsen/Kenneth_Carlsen_0001.jpg
109,Clay_Aiken_0004.jpg,Clay_Aiken,[0.         0.         1.5702872  ... 1.4841361  0.45513037 1.4658365 ],dataset/Clay_Aiken/Clay_Aiken_0004.jpg
110,Clay_Aiken_0003.jpg,Clay_Aiken,[1.5505421  0.22192729 0.         ... 4.9850388  0.11375539 6.250027  ],dataset/Clay_Aiken/Clay_Aiken_0003.jpg
111,Clay_Aiken_0006.jpg,Clay_Aiken,[0.03986625 0.         0.19558136 ... 0.15540147 0.         3.4322562 ],dataset/Clay_Aiken/Clay_Aiken_0006.jpg
112,Clay_Aiken_0002.jpg,Clay_Aiken,[0.04163952 0.         0.         ... 0.         1.1732614  0.7504031 ],dataset/Clay_Aiken/Clay_Aiken_0002.jpg
113,Clay_Aiken_0005.jpg,Clay_Aiken,[0.03882183 0.10476077 0.         ... 2.656563   4.194998   3.3025513 ],dataset/Clay_Aiken/Clay_Aiken_0005.jpg
114,Clay_Aiken_0001.jpg,Clay_Aiken,[0.73976517 0.         0.05252269 ... 4.1892166  1.3309073  2.6019783 ],dataset/Clay_Aiken/Clay_Aiken_0001.jpg
115,Gary_Winnick_0002.jpg,Gary_Winnick,[0.07451757 0.         0.         ... 7.942916   2.2953875  5.3598185 ],dataset/Gary_Winnick/Gary_Winnick_0002.jpg
116,Gary_Winnick_0001.jpg,Gary_Winnick,[0.25962675 0.00751578 0.         ... 6.3481526  0.01022424 0.9041435 ],dataset/Gary_Winnick/Gary_Winnick_0001.jpg
117,Jim_Paxson_0001.jpg,Jim_Paxson,"[4.5596919e+00 2.0566734e-02 3.2072897e+00 ... 1.3488118e-03 9.0722293e-01
 6.2505817e-01]",dataset/Jim_Paxson/Jim_Paxson_0001.jpg
118,Jim_Flaherty_0001.jpg,Jim_Flaherty,[0.08955778 0.1231522  0.         ... 4.914784   0.         0.5029627 ],dataset/Jim_Flaherty/Jim_Flaherty_0001.jpg
119,Nanni_Moretti_0001.jpg,Nanni_Moretti,[0.97087395 0.         3.5048084  ... 0.51084375 0.04450197 0.07351811],dataset/Nanni_Moretti/Nanni_Moretti_0001.jpg
120,Nanni_Moretti_0002.jpg,Nanni_Moretti,"[2.8029814e+00 1.0504625e-03 4.4715114e+00 ... 3.0115038e-02 4.0134177e+00
 1.8917043e+00]",dataset/Nanni_Moretti/Nanni_Moretti_0002.jpg
121,Park_Na-kyong_0001.jpg,Park_Na-kyong,[0.07060726 0.01033681 5.678326   ... 0.00729644 0.         0.        ],dataset/Park_Na-kyong/Park_Na-kyong_0001.jpg
122,Maria_Shkolnikova_0001.jpg,Maria_Shkolnikova,"[ 2.2336452   3.3384838   0.         ...  0.16335543  0.
 12.593017  ]",dataset/Maria_Shkolnikova/Maria_Shkolnikova_0001.jpg
123,Damon_van_Dam_0001.jpg,Damon_van_Dam,[1.5347457  0.         1.3493183  ... 4.291724   0.         0.01044542],dataset/Damon_van_Dam/Damon_van_Dam_0001.jpg
124,Damon_van_Dam_0002.jpg,Damon_van_Dam,[0.03087099 0.43869492 0.14184731 ... 9.327951   1.0627131  0.09045572],dataset/Damon_van_Dam/Damon_van_Dam_0002.jpg
125,Fernando_Velardez_0001.jpg,Fernando_Velardez,"[ 0.          0.         14.57365    ...  3.4749732   0.03975006
  0.4371139 ]",dataset/Fernando_Velardez/Fernando_Velardez_0001.jpg
126,Lloyd_Novick_0001.jpg,Lloyd_Novick,[1.1123259  2.5050266  0.9851318  ... 5.0103703  0.49964967 1.055002  ],dataset/Lloyd_Novick/Lloyd_Novick_0001.jpg
127,Roger_Penske_0001.jpg,Roger_Penske,[0.44573885 0.35223657 1.0443844  ... 2.5597854  0.18372619 6.7431026 ],dataset/Roger_Penske/Roger_Penske_0001.jpg
128,Kiki_Vandeweghe_0002.jpg,Kiki_Vandeweghe,[3.0402584  2.1116138  9.056688   ... 0.08275318 0.         1.9929256 ],dataset/Kiki_Vandeweghe/Kiki_Vandeweghe_0002.jpg
129,Kiki_Vandeweghe_0001.jpg,Kiki_Vandeweghe,[0.        5.2194166 6.2235785 ... 1.4666505 0.        1.7383332],dataset/Kiki_Vandeweghe/Kiki_Vandeweghe_0001.jpg
130,Clay_Campbell_0001.jpg,Clay_Campbell,[0.        7.4991703 3.8323567 ... 7.7773495 2.0649843 0.       ],dataset/Clay_Campbell/Clay_Campbell_0001.jpg
131,Paul_Michael_Daniels_0001.jpg,Paul_Michael_Daniels,[0.27639103 0.7787237  0.0759222  ... 0.7723708  0.         1.8565565 ],dataset/Paul_Michael_Daniels/Paul_Michael_Daniels_0001.jpg
132,Jack_Valenti_0001.jpg,Jack_Valenti,[0.00586778 0.         0.         ... 0.08186167 0.         3.78313   ],dataset/Jack_Valenti/Jack_Valenti_0001.jpg
133,Lesley_Flood_0001.jpg,Lesley_Flood,[0.18813062 0.9529785  0.00918082 ... 0.38204056 5.899271   0.35024682],dataset/Lesley_Flood/Lesley_Flood_0001.jpg
134,Mohammed_Abulhasan_0001.jpg,Mohammed_Abulhasan,[0.73148423 0.         4.745498   ... 0.         1.5740229  0.        ],dataset/Mohammed_Abulhasan/Mohammed_Abulhasan_0001.jpg
135,Hrithik_Roshan_0001.jpg,Hrithik_Roshan,[0.02444324 4.0404496  0.         ... 0.26493132 0.02361856 0.85836834],dataset/Hrithik_Roshan/Hrithik_Roshan_0001.jpg
136,Juan_Carlos_Ferrero_0023.jpg,Juan_Carlos_Ferrero,[0.28511193 0.         2.9822187  ... 2.9706502  4.8189716  0.7391945 ],dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0023.jpg
137,Juan_Carlos_Ferrero_0011.jpg,Juan_Carlos_Ferrero,"[0.0000000e+00 8.1610435e-04 0.0000000e+00 ... 5.1352835e-01 7.0682311e+00
 1.7848792e+00]",dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0011.jpg
138,Juan_Carlos_Ferrero_0017.jpg,Juan_Carlos_Ferrero,[0.17194396 0.14470999 0.34865528 ... 2.0506814  5.547115   9.945123  ],dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0017.jpg
139,Juan_Carlos_Ferrero_0026.jpg,Juan_Carlos_Ferrero,[0.         0.15672444 2.9070728  ... 0.17549875 5.4664083  2.539478  ],dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0026.jpg
140,Juan_Carlos_Ferrero_0007.jpg,Juan_Carlos_Ferrero,"[4.3413377e-01 2.8368405e-03 0.0000000e+00 ... 6.2255538e-01 1.4612202e+01
 1.5237923e-01]",dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0007.jpg
141,Juan_Carlos_Ferrero_0012.jpg,Juan_Carlos_Ferrero,[0.18850467 0.2549863  2.3809211  ... 0.         6.332741   1.9431665 ],dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0012.jpg
142,Juan_Carlos_Ferrero_0009.jpg,Juan_Carlos_Ferrero,[0.         0.04808912 0.1307757  ... 0.00873297 6.242549   1.1257689 ],dataset/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0009.jpg
